acm_id,Full.Name,Home.Address,School.Address,School,Commute.Time,Mode,Stutus,Commute.Rank
6,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,32.73333333,driving,OK,5
6,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,33.83333333,driving,OK,6
6,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,33.96666667,driving,OK,7
6,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,34.48333333,driving,OK,8
6,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,35.3,driving,OK,9
6,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,35.93333333,driving,OK,10
6,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,37.33333333,driving,OK,11
6,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,37.81666667,driving,OK,12
6,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,38.15,driving,OK,13
6,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,38.66666667,driving,OK,14
6,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,38.7,driving,OK,15
6,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,39.23333333,driving,OK,16
6,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,39.73333333,driving,OK,17
6,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,41.78333333,driving,OK,18
6,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,41.81666667,driving,OK,19
6,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,42.58333333,driving,OK,20
6,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,42.95,driving,OK,21
6,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,45.98333333,driving,OK,22
6,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,46.96666667,driving,OK,23
6,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,47.05,driving,OK,24
6,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,52.1,driving,OK,25
6,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,55.16666667,driving,OK,26
7,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,16.4,driving,OK,1
