"","X","placement","Manual.Placement","acm_id","Math.Confidence","Ed_HS","Ed_SomeCol","Ed_Col","HasTutored","SpanishAble","Lang_Other","Male","Other.Gender","Race.Ethnicity.Hispanic","Race.Ethnicity.Asian","Race.Ethnicity.White","Race.Ethnicity.Black","Birth.Date","days_old","Manual.Placement_id","School","size","span","X..Hispanic","HSGrad_tgt","SomeCol_tgt","TutExp","SpanishNeed","OtherLang_tgt","Math_tgt","Male_tgt","acm_dest_id","dist"
"1",1,1,"107th Street Elementary School",306,1,0,0,1,0,0,0,0,0,0,0,0,1,"11/18/1993",8604,1,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"306 - 1",0
"2",2,1,"107th Street Elementary School",310,0,0,0,1,0,0,0,0,0,0,0,0,0,"01/17/1994",8544,1,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"310 - 1",0
"3",3,1,NA,9032,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"9032 - 1",0
"4",4,1,NA,40,0,0,0,1,0,0,0,0,0,1,0,0,0,"03/12/1994",8490,NA,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"40 - 1",0
"5",5,1,NA,2,1,0,0,1,0,0,0,1,0,0,0,0,0,"12/25/1994",8202,NA,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"2 - 1",0
"6",6,1,NA,116,0,0,0,1,0,0,0,1,0,0,0,0,1,"10/16/1993",8637,NA,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"116 - 1",0
"7",7,1,NA,367,1,0,0,1,0,0,0,0,0,1,0,0,0,"11/10/1994",8247,NA,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"367 - 1",0
"8",8,1,NA,6,1,0,0,1,0,1,0,0,0,0,0,0,0,"05/14/1994",8427,NA,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"6 - 1",21.6
"9",9,1,NA,9045,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"9045 - 1",0
"10",10,1,NA,73,0,0,0,1,0,0,0,0,0,1,0,0,0,"07/15/1993",8730,NA,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"73 - 1",0
"11",11,1,NA,22,0,0,0,1,0,0,0,0,0,0,0,0,1,"09/19/1995",7934,NA,"107th Street Elementary School",11,"Elementary",0.880733944954128,0.547511312217195,0.597285067873303,0.647058823529412,2.44461224978395,0.547511312217195,3.85746606334842,2.68778280542986,"22 - 1",0
"12",12,2,NA,41,0,0,1,0,0,0,0,0,0,0,0,0,0,"03/08/1994",8494,NA,"109th Street ES",6,"Elementary",0.822916666666666,0.298642533936652,0.32579185520362,0.352941176470588,1.83657103079438,0.298642533936652,2.10407239819004,1.46606334841629,"41 - 2",0
"13",13,2,NA,16,1,0,0,1,0,0,0,1,0,0,1,0,0,"01/10/1995",8186,NA,"109th Street ES",6,"Elementary",0.822916666666666,0.298642533936652,0.32579185520362,0.352941176470588,1.83657103079438,0.298642533936652,2.10407239819004,1.46606334841629,"16 - 2",30.9
"14",14,2,NA,9028,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"109th Street ES",6,"Elementary",0.822916666666666,0.298642533936652,0.32579185520362,0.352941176470588,1.83657103079438,0.298642533936652,2.10407239819004,1.46606334841629,"9028 - 2",0
"15",15,2,NA,169,1,0,0,1,0,1,0,0,0,1,0,0,0,"03/29/1995",8108,NA,"109th Street ES",6,"Elementary",0.822916666666666,0.298642533936652,0.32579185520362,0.352941176470588,1.83657103079438,0.298642533936652,2.10407239819004,1.46606334841629,"169 - 2",35.7
"16",16,2,NA,67,0,0,0,1,0,0,0,0,0,0,0,0,1,"01/22/1995",8174,NA,"109th Street ES",6,"Elementary",0.822916666666666,0.298642533936652,0.32579185520362,0.352941176470588,1.83657103079438,0.298642533936652,2.10407239819004,1.46606334841629,"67 - 2",0
"17",17,2,NA,136,1,1,0,0,0,0,0,0,0,0,0,1,0,"10/31/1996",7526,NA,"109th Street ES",6,"Elementary",0.822916666666666,0.298642533936652,0.32579185520362,0.352941176470588,1.83657103079438,0.298642533936652,2.10407239819004,1.46606334841629,"136 - 2",0
"18",18,3,"122nd Street Elementary School",320,1,0,0,1,1,1,0,0,0,1,0,0,0,"05/25/1992",9146,3,"122nd Street Elementary School",9,"Elementary",0.80952380952381,0.447963800904977,0.48868778280543,0.529411764705882,1.65461789725629,0.447963800904977,3.15610859728507,2.19909502262443,"320 - 3",0
"19",19,3,NA,126,0,0,0,1,0,0,0,0,0,0,0,0,0,"04/21/1995",8085,NA,"122nd Street Elementary School",9,"Elementary",0.80952380952381,0.447963800904977,0.48868778280543,0.529411764705882,1.65461789725629,0.447963800904977,3.15610859728507,2.19909502262443,"126 - 3",0
"20",20,3,NA,141,1,0,0,1,0,0,0,0,0,0,0,0,1,"05/28/1995",8048,NA,"122nd Street Elementary School",9,"Elementary",0.80952380952381,0.447963800904977,0.48868778280543,0.529411764705882,1.65461789725629,0.447963800904977,3.15610859728507,2.19909502262443,"141 - 3",0
"21",21,3,NA,177,1,0,0,1,0,0,0,1,0,0,0,0,0,"02/07/1993",8888,NA,"122nd Street Elementary School",9,"Elementary",0.80952380952381,0.447963800904977,0.48868778280543,0.529411764705882,1.65461789725629,0.447963800904977,3.15610859728507,2.19909502262443,"177 - 3",48.8
"22",22,3,NA,117,0,0,1,0,0,0,0,0,0,0,0,0,1,"03/31/1993",8836,NA,"122nd Street Elementary School",9,"Elementary",0.80952380952381,0.447963800904977,0.48868778280543,0.529411764705882,1.65461789725629,0.447963800904977,3.15610859728507,2.19909502262443,"117 - 3",0
"23",23,3,NA,82,1,0,0,1,0,1,0,0,0,1,0,0,0,"06/27/1994",8383,NA,"122nd Street Elementary School",9,"Elementary",0.80952380952381,0.447963800904977,0.48868778280543,0.529411764705882,1.65461789725629,0.447963800904977,3.15610859728507,2.19909502262443,"82 - 3",6.2
"24",24,3,NA,9046,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"122nd Street Elementary School",9,"Elementary",0.80952380952381,0.447963800904977,0.48868778280543,0.529411764705882,1.65461789725629,0.447963800904977,3.15610859728507,2.19909502262443,"9046 - 3",0
"25",25,3,NA,9022,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"122nd Street Elementary School",9,"Elementary",0.80952380952381,0.447963800904977,0.48868778280543,0.529411764705882,1.65461789725629,0.447963800904977,3.15610859728507,2.19909502262443,"9022 - 3",0
"26",26,3,NA,8,0,0,0,1,0,0,0,0,0,0,1,0,0,"07/14/1995",8001,NA,"122nd Street Elementary School",9,"Elementary",0.80952380952381,0.447963800904977,0.48868778280543,0.529411764705882,1.65461789725629,0.447963800904977,3.15610859728507,2.19909502262443,"8 - 3",0
"27",27,4,NA,373,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"373 - 4",0
"28",28,4,NA,158,0,0,0,1,0,0,0,0,0,0,0,0,1,"09/16/1995",7937,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"158 - 4",0
"29",29,4,NA,9004,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"9004 - 4",0
"30",30,4,NA,9002,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"9002 - 4",0
"31",31,4,NA,9008,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"9008 - 4",0
"32",32,4,NA,129,1,0,0,1,0,0,0,0,0,0,0,1,0,"09/30/1994",8288,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"129 - 4",0
"33",33,4,NA,128,1,0,0,1,0,1,0,0,0,1,0,0,0,"01/07/1995",8189,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"128 - 4",6.9
"34",34,4,"93rd Street ES",322,1,0,0,1,0,0,0,1,0,1,0,0,0,"03/14/1994",8488,4,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"322 - 4",0
"35",35,4,NA,66,1,0,0,1,0,0,0,1,0,0,0,0,0,"12/11/1994",8216,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"66 - 4",0
"36",36,4,NA,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"9000 - 4",0
"37",37,4,NA,9019,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"9019 - 4",0
"38",38,4,NA,9016,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"93rd Street ES",12,"Elementary",0.874074074074074,0.597285067873303,0.65158371040724,0.705882352941176,2.38539610102529,0.597285067873303,4.20814479638009,2.93212669683258,"9016 - 4",0
"39",39,5,NA,13,1,0,0,1,0,0,0,1,0,0,1,0,0,"10/18/1995",7905,NA,"Belmont High School",4,"High",0.833876221498371,0,0.217194570135747,0.235294117647059,1.97127815907914,0.199095022624434,2.80542986425339,0.97737556561086,"13 - 5",0
"40",40,5,NA,54,0,0,0,1,0,0,0,0,0,0,0,0,1,"01/15/1993",8911,NA,"Belmont High School",4,"High",0.833876221498371,0,0.217194570135747,0.235294117647059,1.97127815907914,0.199095022624434,2.80542986425339,0.97737556561086,"54 - 5",27.5
"41",41,5,NA,368,1,0,0,1,0,1,0,0,0,1,0,0,0,"08/17/1993",8697,NA,"Belmont High School",4,"High",0.833876221498371,0,0.217194570135747,0.235294117647059,1.97127815907914,0.199095022624434,2.80542986425339,0.97737556561086,"368 - 5",0
"42",42,5,"Belmont High School",329,1,0,0,1,0,1,0,0,0,0,0,1,0,"11/22/1993",8600,5,"Belmont High School",4,"High",0.833876221498371,0,0.217194570135747,0.235294117647059,1.97127815907914,0.199095022624434,2.80542986425339,0.97737556561086,"329 - 5",0
"43",43,6,"Carver MS",333,1,0,0,1,0,1,0,0,0,1,0,0,0,"01/22/1994",8539,6,"Carver MS",8,"Middle",0.899305555555556,0.398190045248869,0.434389140271493,0.470588235294118,2.59888302327502,0.398190045248869,4.20814479638009,1.95475113122172,"333 - 6",0
"44",44,6,NA,147,1,0,0,1,0,1,0,0,0,0,0,0,0,"02/28/1993",8867,NA,"Carver MS",8,"Middle",0.899305555555556,0.398190045248869,0.434389140271493,0.470588235294118,2.59888302327502,0.398190045248869,4.20814479638009,1.95475113122172,"147 - 6",25.9
"45",45,6,NA,157,1,0,0,1,0,0,0,0,0,0,0,1,0,"05/23/1995",8053,NA,"Carver MS",8,"Middle",0.899305555555556,0.398190045248869,0.434389140271493,0.470588235294118,2.59888302327502,0.398190045248869,4.20814479638009,1.95475113122172,"157 - 6",0
"46",46,6,"Carver MS",332,1,0,0,1,1,0,0,0,0,1,0,0,0,"12/10/1992",8947,6,"Carver MS",8,"Middle",0.899305555555556,0.398190045248869,0.434389140271493,0.470588235294118,2.59888302327502,0.398190045248869,4.20814479638009,1.95475113122172,"332 - 6",0
"47",47,6,NA,46,0,0,1,0,0,0,0,1,0,0,0,0,1,"06/26/1995",8019,NA,"Carver MS",8,"Middle",0.899305555555556,0.398190045248869,0.434389140271493,0.470588235294118,2.59888302327502,0.398190045248869,4.20814479638009,1.95475113122172,"46 - 6",0
"48",48,6,NA,9026,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Carver MS",8,"Middle",0.899305555555556,0.398190045248869,0.434389140271493,0.470588235294118,2.59888302327502,0.398190045248869,4.20814479638009,1.95475113122172,"9026 - 6",0
"49",49,6,"Carver MS",331,1,0,0,1,0,1,0,0,0,1,0,0,0,"11/12/1994",8245,6,"Carver MS",8,"Middle",0.899305555555556,0.398190045248869,0.434389140271493,0.470588235294118,2.59888302327502,0.398190045248869,4.20814479638009,1.95475113122172,"331 - 6",0
"50",50,6,NA,42,0,0,0,1,0,0,0,0,0,0,1,0,0,"08/20/1993",8694,NA,"Carver MS",8,"Middle",0.899305555555556,0.398190045248869,0.434389140271493,0.470588235294118,2.59888302327502,0.398190045248869,4.20814479638009,1.95475113122172,"42 - 6",0
"51",51,8,NA,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"09/05/1995",7948,NA,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"3 - 8",19
"52",52,8,"Clinton MS",336,0,0,0,1,0,0,0,0,0,1,0,0,0,"04/12/1993",8824,8,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"336 - 8",0
"53",53,8,"Clinton MS",335,1,0,0,1,1,1,0,1,0,1,0,0,0,"03/02/1994",8500,8,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"335 - 8",0
"54",54,8,NA,115,1,0,0,1,0,1,0,0,0,1,0,0,0,"11/30/1993",8592,NA,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"115 - 8",0
"55",55,8,NA,70,0,1,0,0,0,0,0,1,0,0,0,1,0,"05/30/1999",6585,NA,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"70 - 8",0
"56",56,8,NA,167,1,0,0,1,0,0,0,0,0,0,0,0,0,"10/05/1995",7918,NA,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"167 - 8",0
"57",57,8,"Clinton MS",334,1,0,0,1,0,0,0,0,0,0,1,0,0,"07/23/1993",8722,8,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"334 - 8",0
"58",58,8,NA,152,1,0,0,1,0,0,0,0,0,0,1,0,0,"09/19/1992",9029,NA,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"152 - 8",17.3
"59",59,8,NA,97,0,0,0,1,0,0,0,0,0,0,0,1,0,"02/10/1995",8155,NA,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"97 - 8",0
"60",60,8,NA,153,1,0,0,1,0,0,0,0,0,0,1,0,0,"05/23/1995",8053,NA,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"153 - 8",50.8
"61",61,8,"Clinton MS",362,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,8,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"362 - 8",0
"62",62,8,NA,174,0,0,0,1,0,0,0,0,0,0,0,0,1,"11/29/1992",8958,NA,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"174 - 8",0
"63",63,8,NA,9043,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"9043 - 8",0
"64",64,8,NA,9020,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Clinton MS",14,"Middle",0.934840425531915,0.69683257918552,0.760180995475113,0.823529411764706,2.85764971810823,0.69683257918552,7.36425339366516,3.42081447963801,"9020 - 8",0
"65",65,9,"Compton Avenue ES",313,1,0,0,1,0,1,0,0,0,0,0,0,0,"07/10/1994",8370,9,"Compton Avenue ES",7,"Elementary",0.72093023255814,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,2.45475113122172,1.710407239819,"313 - 9",0
"66",66,9,NA,35,1,1,0,0,0,0,0,1,0,0,0,1,0,"07/18/1999",6536,NA,"Compton Avenue ES",7,"Elementary",0.72093023255814,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,2.45475113122172,1.710407239819,"35 - 9",0
"67",67,9,NA,9039,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Compton Avenue ES",7,"Elementary",0.72093023255814,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,2.45475113122172,1.710407239819,"9039 - 9",0
"68",68,9,NA,9029,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Compton Avenue ES",7,"Elementary",0.72093023255814,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,2.45475113122172,1.710407239819,"9029 - 9",0
"69",69,9,NA,9025,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Compton Avenue ES",7,"Elementary",0.72093023255814,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,2.45475113122172,1.710407239819,"9025 - 9",0
"70",70,9,NA,77,1,0,0,1,0,1,0,0,0,0,0,0,0,"05/22/1995",8054,NA,"Compton Avenue ES",7,"Elementary",0.72093023255814,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,2.45475113122172,1.710407239819,"77 - 9",16.1
"71",71,9,"Compton Avenue ES",328,0,0,0,1,0,0,0,0,0,1,0,0,0,"11/07/1994",8250,9,"Compton Avenue ES",7,"Elementary",0.72093023255814,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,2.45475113122172,1.710407239819,"328 - 9",0
"72",72,10,NA,85,0,0,0,1,0,0,0,1,0,1,0,0,0,"09/19/1995",7934,NA,"Gompers MS",7,"Middle",0.85,0.34841628959276,0.380090497737557,0.411764705882353,2.15063677717841,0.34841628959276,3.68212669683258,1.710407239819,"85 - 10",0
"73",73,10,"Gompers MS",338,0,0,0,1,0,0,0,0,0,1,0,0,0,"10/24/1994",8264,10,"Gompers MS",7,"Middle",0.85,0.34841628959276,0.380090497737557,0.411764705882353,2.15063677717841,0.34841628959276,3.68212669683258,1.710407239819,"338 - 10",0
"74",74,10,NA,162,1,0,0,1,0,1,0,0,0,0,0,0,0,"08/11/1995",7973,NA,"Gompers MS",7,"Middle",0.85,0.34841628959276,0.380090497737557,0.411764705882353,2.15063677717841,0.34841628959276,3.68212669683258,1.710407239819,"162 - 10",9.3
"75",75,10,NA,11,0,0,0,1,0,0,0,0,0,0,0,0,1,"01/17/1994",8544,NA,"Gompers MS",7,"Middle",0.85,0.34841628959276,0.380090497737557,0.411764705882353,2.15063677717841,0.34841628959276,3.68212669683258,1.710407239819,"11 - 10",0
"76",76,10,NA,93,1,0,0,1,0,0,0,0,0,0,0,1,0,"07/24/1994",8356,NA,"Gompers MS",7,"Middle",0.85,0.34841628959276,0.380090497737557,0.411764705882353,2.15063677717841,0.34841628959276,3.68212669683258,1.710407239819,"93 - 10",0
"77",77,10,NA,24,1,1,0,0,0,1,0,0,0,0,0,0,0,"02/20/1999",6684,NA,"Gompers MS",7,"Middle",0.85,0.34841628959276,0.380090497737557,0.411764705882353,2.15063677717841,0.34841628959276,3.68212669683258,1.710407239819,"24 - 10",13.9
"78",78,10,NA,14,1,0,0,1,0,0,0,0,0,0,1,0,0,"10/31/1995",7892,NA,"Gompers MS",7,"Middle",0.85,0.34841628959276,0.380090497737557,0.411764705882353,2.15063677717841,0.34841628959276,3.68212669683258,1.710407239819,"14 - 10",0
"79",79,11,"Hollenbeck MS",348,1,0,1,0,1,0,0,0,0,0,0,1,0,"03/26/1996",7745,11,"Hollenbeck MS",7,"Middle",0.984871406959153,0.34841628959276,0.380090497737557,0.411764705882353,3.16225692745419,0.34841628959276,3.68212669683258,1.710407239819,"348 - 11",0
"80",80,11,NA,9010,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Hollenbeck MS",7,"Middle",0.984871406959153,0.34841628959276,0.380090497737557,0.411764705882353,3.16225692745419,0.34841628959276,3.68212669683258,1.710407239819,"9010 - 11",0
"81",81,11,NA,57,1,0,0,1,0,1,0,0,1,1,0,0,0,"11/24/1995",7868,NA,"Hollenbeck MS",7,"Middle",0.984871406959153,0.34841628959276,0.380090497737557,0.411764705882353,3.16225692745419,0.34841628959276,3.68212669683258,1.710407239819,"57 - 11",0
"82",82,11,NA,4,1,0,0,1,0,1,0,0,0,1,0,0,0,"01/06/1996",7825,NA,"Hollenbeck MS",7,"Middle",0.984871406959153,0.34841628959276,0.380090497737557,0.411764705882353,3.16225692745419,0.34841628959276,3.68212669683258,1.710407239819,"4 - 11",6.5
"83",83,11,"Hollenbeck MS",339,1,0,0,1,0,0,0,1,0,0,0,1,0,"03/11/1994",8491,11,"Hollenbeck MS",7,"Middle",0.984871406959153,0.34841628959276,0.380090497737557,0.411764705882353,3.16225692745419,0.34841628959276,3.68212669683258,1.710407239819,"339 - 11",0
"84",84,11,NA,9038,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Hollenbeck MS",7,"Middle",0.984871406959153,0.34841628959276,0.380090497737557,0.411764705882353,3.16225692745419,0.34841628959276,3.68212669683258,1.710407239819,"9038 - 11",0
"85",85,11,NA,118,0,0,0,1,0,0,0,0,0,0,0,0,0,"04/20/1995",8086,NA,"Hollenbeck MS",7,"Middle",0.984871406959153,0.34841628959276,0.380090497737557,0.411764705882353,3.16225692745419,0.34841628959276,3.68212669683258,1.710407239819,"118 - 11",0
"86",86,12,NA,9049,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Jefferson HS",6,"High",0.87468671679198,0,0.32579185520362,0.352941176470588,2.39093721180301,0.298642533936652,4.20814479638009,1.46606334841629,"9049 - 12",0
"87",87,12,"Jefferson HS",363,1,0,0,1,1,0,0,0,0,0,0,0,1,"07/25/1991",9451,12,"Jefferson HS",6,"High",0.87468671679198,0,0.32579185520362,0.352941176470588,2.39093721180301,0.298642533936652,4.20814479638009,1.46606334841629,"363 - 12",0
"88",88,12,"Jefferson HS",124,1,0,0,1,0,0,0,0,0,1,0,0,0,"10/14/1994",8274,12,"Jefferson HS",6,"High",0.87468671679198,0,0.32579185520362,0.352941176470588,2.39093721180301,0.298642533936652,4.20814479638009,1.46606334841629,"124 - 12",0
"89",89,12,"Jefferson HS",361,1,0,0,1,0,0,0,0,0,0,0,1,0,"03/28/1994",8474,12,"Jefferson HS",6,"High",0.87468671679198,0,0.32579185520362,0.352941176470588,2.39093721180301,0.298642533936652,4.20814479638009,1.46606334841629,"361 - 12",0
"90",90,12,NA,34,1,0,0,1,0,1,0,0,0,1,0,0,0,"11/09/1995",7883,NA,"Jefferson HS",6,"High",0.87468671679198,0,0.32579185520362,0.352941176470588,2.39093721180301,0.298642533936652,4.20814479638009,1.46606334841629,"34 - 12",13.6
"91",91,12,NA,38,0,0,0,1,0,1,0,1,0,0,0,0,0,"09/09/1993",8674,NA,"Jefferson HS",6,"High",0.87468671679198,0,0.32579185520362,0.352941176470588,2.39093721180301,0.298642533936652,4.20814479638009,1.46606334841629,"38 - 12",0
"92",92,13,NA,138,1,0,0,1,0,0,0,0,0,1,0,0,0,"05/06/2016",399,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,0.34841628959276,0.380090497737557,0.411764705882353,2.98370150912644,0.34841628959276,3.68212669683258,1.710407239819,"138 - 13",14.9
"93",93,13,NA,98,1,0,0,1,0,0,0,0,0,1,0,0,0,"09/10/1995",7943,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,0.34841628959276,0.380090497737557,0.411764705882353,2.98370150912644,0.34841628959276,3.68212669683258,1.710407239819,"98 - 13",4.8
"94",94,13,NA,80,1,0,0,1,0,1,0,0,0,0,0,0,1,"03/06/1995",8131,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,0.34841628959276,0.380090497737557,0.411764705882353,2.98370150912644,0.34841628959276,3.68212669683258,1.710407239819,"80 - 13",0
"95",95,13,NA,175,1,0,0,1,0,1,0,0,0,1,0,0,0,"03/24/1995",8113,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,0.34841628959276,0.380090497737557,0.411764705882353,2.98370150912644,0.34841628959276,3.68212669683258,1.710407239819,"175 - 13",19.6
"96",96,13,"John Liechty Middle School",315,1,0,0,1,0,0,0,1,0,1,0,0,0,"04/14/1994",8457,13,"John Liechty Middle School",7,"Middle",0.954379562043796,0.34841628959276,0.380090497737557,0.411764705882353,2.98370150912644,0.34841628959276,3.68212669683258,1.710407239819,"315 - 13",0
"97",97,13,NA,45,0,0,0,1,0,0,0,0,0,0,0,1,0,"08/14/1995",7970,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,0.34841628959276,0.380090497737557,0.411764705882353,2.98370150912644,0.34841628959276,3.68212669683258,1.710407239819,"45 - 13",0
